"INCOME","SEX","MARITAL.STATUS","AGE","EDUCATION","OCCUPATION","AREA","DUAL.INCOMES","HOUSEHOLD.SIZE","UNDER18","HOUSEHOLDER","HOME.TYPE","ETHNIC.CLASS","LANGUAGE"
"-10.000)","M","Single","18-24",NA,"Student, HS or College","10+ years","Not Married","Seven","Three","Family","House","White","English"
"[10.000-15.000)","M","Single","18-24","1 to 3 years of college","Military","-1 year","Not Married",NA,"None",NA,"Other","White","English"
"[15.000-20.000)","F","Single","18-24","Grades 9 to 11","Student, HS or College","7-10 years","Not Married","Two","None","Rent","Apartment","Pacific Islander","English"
"[15.000-20.000)","F","Single","25-34","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","Two","One","Rent","House","Black","English"
"[10.000-15.000)","M","Single","35-44","1 to 3 years of college","Sales Worker",NA,"Not Married","Two","None","Rent","Apartment","White","English"
"[20.000-25.000)","M","Married","35-44","Grades 9 to 11","Factory Worker/Laborer/Driver","10+ years","Not Married",NA,"None",NA,NA,"Hispanic","Spanish"
"[40.000-50.000)","M","Divorced","45-54","Grad Study","Professional/Managerial","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"[50.000-75.000)","F","Married","45-54","Grad Study","Professional/Managerial","1-3 years","Yes","Two","None","Own","Condominium","American Indian","English"
"[50.000-75.000)","F","Married","45-54","Graduated High Scool","Retired","10+ years","No","Three","None","Own","House","White","English"
"[40.000-50.000)","F","Married","45-54","Grades 9 to 11","Clerical/Service Worker","10+ years","Yes","Two","None","Own","House","White","English"
"[25.000-30.000)","F","Divorced","45-54","College graduate","Professional/Managerial","1-3 years","Not Married","One","None","Rent","Apartment","White","English"
"[30.000-40.000)","F","Married","55-64","Graduated High Scool","Retired","10+ years","No","Two","None","Own","Condominium","White","English"
"[10.000-15.000)","F","Widowed","65+","Graduated High Scool","Retired","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"[30.000-40.000)","F","Married","65+","1 to 3 years of college","Retired",NA,"No","Two","None",NA,"House","White","Other"
"-10.000)","M","Single","18-24","1 to 3 years of college","Student, HS or College","10+ years","Not Married","Four","One","Family","House","White","English"
"[30.000-40.000)","F","Single","35-44","Grad Study","Professional/Managerial","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"[20.000-25.000)","F","Divorced","35-44","Graduated High Scool","Clerical/Service Worker","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"[75.000-","F","Married","45-54","College graduate","Professional/Managerial","10+ years","Yes","Two","None","Own","Condominium","White","English"
"[50.000-75.000)","F","Married","45-54","1 to 3 years of college","Clerical/Service Worker","10+ years","Yes","Two","None","Own","House","White","English"
"[75.000-","F","Married","45-54","Graduated High Scool","Homemaker","10+ years","No","Five","One","Own",NA,"White","English"
"[40.000-50.000)","F","Widowed","45-54","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","Two","None","Own","House","Other","English"
"[30.000-40.000)","F","Married","25-34","Graduated High Scool","Homemaker","-1 year","No","Seven","Five","Rent","Apartment","White","English"
"-10.000)","F","Single","18-24","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","Two","None","Family","Apartment","Black","English"
"[75.000-","M","Married","35-44","College graduate","Professional/Managerial","10+ years","No","Three","One","Rent","House","White","English"
"[50.000-75.000)","F","Married","45-54","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Two","None","Own","House","White","English"
"[40.000-50.000)","F","Married","25-34","Grad Study","Professional/Managerial","7-10 years","Yes","Two","None","Own","House","White","English"
"[50.000-75.000)","M","Married","55-64","Graduated High Scool","Sales Worker","1-3 years","Yes","Two","None","Rent","Apartment","White","English"
"[20.000-25.000)","F","Divorced","45-54","Graduated High Scool","Clerical/Service Worker","10+ years","Not Married","Four","Three","Own","House","Black","English"
"[30.000-40.000)","M","Divorced","45-54","Grad Study","Professional/Managerial","10+ years","Not Married","One","None","Own","House","White","English"
"[25.000-30.000)","F","Married","25-34","Graduated High Scool","Clerical/Service Worker","1-3 years","Yes","Four","Two","Rent","House","White","English"
"[30.000-40.000)","M","Divorced","18-24","Graduated High Scool","Military","1-3 years","Not Married","Two","None","Rent","Apartment","White","English"
"-10.000)","F","Together","18-24","1 to 3 years of college","Professional/Managerial","1-3 years","Not Married","Four","Two","Family","House","White","English"
"[30.000-40.000)","F","Together","25-34","Grad Study","Professional/Managerial","10+ years","Not Married","Two","None","Rent","Apartment","White","English"
"[75.000-","M","Together","45-54","College graduate","Professional/Managerial","7-10 years","Yes","Two","None","Own","House","White","English"
"[75.000-","F","Married","35-44","College graduate","Professional/Managerial","1-3 years","Yes","Two","None","Own","House","White","English"
"[15.000-20.000)","F","Single","45-54","Graduated High Scool","Clerical/Service Worker","4-6 years","Not Married","One","None","Rent",NA,"White","English"
"[50.000-75.000)","F","Single","35-44","Grad Study","Professional/Managerial","4-6 years","Not Married","One","None","Own","House","Hispanic","English"
"[15.000-20.000)","M","Single","25-34","1 to 3 years of college","Military",NA,"Not Married","One","None",NA,"Other","White","English"
"[50.000-75.000)","F","Married","45-54","Grad Study","Clerical/Service Worker","10+ years","Yes","Two","None","Rent","Apartment","White","English"
"[25.000-30.000)","F","Divorced","35-44","Grad Study","Professional/Managerial","10+ years","Not Married","One","None","Rent","Other","White","English"
"[75.000-","F","Married","25-34","Grad Study","Professional/Managerial","4-6 years","Yes","Two","None","Own","House","White","English"
"[20.000-25.000)","M","Single","25-34","1 to 3 years of college","Military","1-3 years","Not Married","One","None","Rent","Apartment","White","English"
"[20.000-25.000)","M","Divorced","25-34","College graduate","Military","1-3 years","Not Married","Two","None","Rent","Apartment","Hispanic","English"
"-10.000)","F","Single","55-64","1 to 3 years of college","Homemaker","1-3 years","Not Married","Three","None","Family","House","White","English"
"[25.000-30.000)","F","Together","18-24","College graduate","Professional/Managerial","-1 year","Not Married","Two","None","Rent","Apartment","White","English"
"-10.000)","M","Divorced","45-54","College graduate","Unemployed","7-10 years","Not Married","One","None","Rent",NA,"White","English"
"[75.000-","M","Married","25-34","Grad Study","Professional/Managerial","1-3 years","Yes","Two","None","Own","House","White","English"
"[75.000-","F","Married","35-44","College graduate","Professional/Managerial","10+ years","Yes","Two","None","Own","House","White","English"
"[30.000-40.000)","F","Divorced","35-44","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"[40.000-50.000)","F","Together","35-44","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Two","None","Own","House","White","English"
"[50.000-75.000)","F","Single","35-44","College graduate","Professional/Managerial","7-10 years","Not Married","One","None","Rent","Apartment","White","English"
"[20.000-25.000)","M","Divorced","25-34","1 to 3 years of college","Military",NA,"Not Married","One","Seven",NA,"Other","Black","English"
"[25.000-30.000)","F","Married","55-64","1 to 3 years of college","Retired","10+ years","No","Two","None","Own","House","White",NA
"[25.000-30.000)","M","Divorced","35-44","Graduated High Scool","Factory Worker/Laborer/Driver","10+ years","Not Married","Three","One","Family","House","Pacific Islander","Other"
"[40.000-50.000)","F","Married","45-54","College graduate","Professional/Managerial",NA,"Yes","Two","None","Own","Condominium","White","English"
"[75.000-","M","Together","25-34","College graduate","Professional/Managerial","1-3 years","Yes","Two","None","Own","House","White","English"
"[10.000-15.000)","M","Single","25-34","1 to 3 years of college","Military","1-3 years","Not Married",NA,"None",NA,"Other","White","English"
"[25.000-30.000)","M","Married","35-44","Graduated High Scool","Factory Worker/Laborer/Driver","10+ years","Yes","Seven","Five","Rent","Apartment","Other","English"
"[40.000-50.000)","F","Married","35-44","Graduated High Scool","Clerical/Service Worker","10+ years","Yes","Three","None","Own","House","White","English"
"[75.000-","F","Married","45-54","Graduated High Scool","Professional/Managerial","4-6 years","Yes","Two","None","Own","House","White","English"
"[30.000-40.000)","M","Single","55-64","College graduate","Retired","10+ years","Not Married",NA,"None","Rent","Apartment","White","English"
"[40.000-50.000)","M","Married","25-34","Grad Study","Professional/Managerial","1-3 years","Yes","Two","None","Rent","Apartment","Asian","English"
"[40.000-50.000)","F","Married","25-34","Grad Study","Clerical/Service Worker","1-3 years","Yes","Two","None","Rent","Apartment","White","English"
"[75.000-","F","Married","35-44","College graduate","Professional/Managerial","7-10 years","Yes","Two","Two","Own","House","White","English"
"[75.000-","M","Together","45-54","Graduated High Scool","Professional/Managerial","10+ years","Not Married","Three","One","Own","House","White","English"
"[50.000-75.000)","M","Married","25-34","1 to 3 years of college","Factory Worker/Laborer/Driver","1-3 years","Yes","Two","None","Rent","House","White","English"
"[75.000-","F","Married","35-44","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Two","None","Own","House","White","English"
"[25.000-30.000)","M","Single","25-34","Grad Study","Professional/Managerial","1-3 years","Not Married",NA,"None","Rent","Apartment","White","English"
"[25.000-30.000)","M","Single","25-34","College graduate","Professional/Managerial","1-3 years","Not Married","One","None","Rent","Apartment","White","English"
"[10.000-15.000)","M",NA,"35-44","Graduated High Scool","Factory Worker/Laborer/Driver","10+ years","Not Married","Two","None","Rent","Apartment","White","English"
"[75.000-","M","Married","45-54","Graduated High Scool","Professional/Managerial",NA,"Yes","Three","One","Own","House","White","English"
"-10.000)","F","Single","18-24","1 to 3 years of college","Student, HS or College","10+ years","Not Married","Three","None","Family","House","White","English"
"[10.000-15.000)","M","Single","18-24","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","Six","None","Family","House","Hispanic","English"
"[30.000-40.000)","M",NA,"35-44","Grad Study","Clerical/Service Worker","1-3 years","Yes","Four","None","Rent","Apartment","Asian","Other"
"[10.000-15.000)","M","Single","18-24","1 to 3 years of college","Military","1-3 years","Not Married",NA,"None",NA,"Other","White","English"
"[75.000-","M","Divorced","45-54","Grad Study","Professional/Managerial",NA,"Not Married","Two","None","Own","House","White","English"
"[25.000-30.000)","M","Single","35-44","Graduated High Scool","Professional/Managerial","10+ years","Not Married",NA,"None","Own","Other","Asian","English"
"[75.000-","M","Single","25-34","College graduate","Professional/Managerial","1-3 years","Not Married","Three","None","Rent","House","Other","English"
"[30.000-40.000)","M","Single","55-64","College graduate","Retired","10+ years","Not Married","One","None","Own","House","White","English"
"[20.000-25.000)","M","Together","25-34","Graduated High Scool","Factory Worker/Laborer/Driver","10+ years","No","One","None","Rent","Apartment","White","English"
"[50.000-75.000)","F","Married","45-54","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Three","None","Rent","Apartment","White","English"
